station_code,state,source,source_url,retrieval_date,confidence,method
ATE,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AWL,Punjab,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AZP,Tamil Nadu,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ASK,Karnataka,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BAL,Tamil Nadu,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BAZ,Rajasthan,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AVRD,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BBGN,Assam,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ANT,Jammu and Kashmir,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDPA,West Bengal,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AVS,Kerala,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDHN,Telangana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BED,Rajasthan,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDBG,Punjab,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AVK,Tamil Nadu,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ATW,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BGMU,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BCHL,Chhattisgarh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BBHT,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BFJ,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BARL,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDBA,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BGD,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BLA,Jammu and Kashmir,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BHTL,Gujarat,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
TSS,Punjab,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDWS,Madhya Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
